H_mean,S_mean,V_mean,frac_dark,area,circularidade,solidity,eccentricity,contraste,homogeneidade,lbp_var,classe,caminho
19.422032434507244,89.27252662892236,54.59360905863161,0.8021303137894635,10421.0,0.4282832622959125,0.9593114241001565,0.6424686676390324,211.6077434336964,0.8098609478902462,10.197184806932619,dark,img/coffee/dark\dark_001.png
27.636397276494968,66.44775014801658,59.890911782119595,0.7569567791592658,13512.0,0.8549643527642727,0.9880081895291021,0.6414556161122283,231.64073510570142,0.751890394034352,10.06549259790039,dark,img/coffee/dark\dark_002.png
31.580945292147376,69.51228135467063,51.012281354670634,0.7565128395980647,10748.0,0.5564349146570505,0.9617897091722595,0.6509993196778684,208.7027546444587,0.8120828450869714,10.268871722302409,dark,img/coffee/dark\dark_003.png
18.136709581051285,74.53495981221992,64.74962657372501,0.6583683050003556,14059.0,0.7820275883114107,0.9830093693189763,0.28473759781977465,238.39321748878925,0.7533086403602323,10.193909371023212,dark,img/coffee/dark\dark_004.png
32.823062194170625,59.354797532089925,65.72413304020992,0.6499539039784412,14101.0,0.3691838225113845,0.9435262629642021,0.5630083821450586,315.7478779628444,0.7510173797741962,10.252175958884278,dark,img/coffee/dark\dark_005.png
21.033294271730888,100.4992072792445,59.05218170538361,0.7883780244020128,14507.0,0.6967682587406874,0.9782857913547778,0.7660955418144534,236.97377482383087,0.7467033071855077,10.1195252818599,dark,img/coffee/dark\dark_006.png
20.74894569240038,79.16868921593941,63.381530252173164,0.6911954557190808,11619.0,0.7582442110535644,0.9805063291139241,0.553041473396209,193.9198030108905,0.7873069094614389,10.27913281427261,dark,img/coffee/dark\dark_007.png
25.849703703703703,94.5114074074074,66.39533333333334,0.7297777777777777,13500.0,0.7144048266458676,0.9719922240622075,0.3859328861730402,189.57202914798208,0.7575598332478055,10.48238474074074,dark,img/coffee/dark\dark_008.png
19.011954118297403,104.44997236042012,79.71303206191266,0.5168601437258153,14472.0,0.612681833234125,0.9731038192576654,0.6462767181694542,261.72661755285077,0.7338128194560576,10.00121696180207,dark,img/coffee/dark\dark_009.png
26.66709064699398,81.12083439328416,59.52980581701009,0.7461205800050877,11793.0,0.6725744769851996,0.9769695965537238,0.5475531132614524,192.48838885329928,0.7882295116780501,10.391716578459128,dark,img/coffee/dark\dark_010.png
16.33077724131402,108.81719208558175,51.069109154596234,0.7892644135188867,10563.0,0.824405968643701,0.9847114757154843,0.7659852690679221,175.05285073670723,0.810359280412747,10.43895141120028,dark,img/coffee/dark\dark_011.png
17.918025999834395,105.95967541608015,58.39662167756893,0.7730396621677569,12077.0,0.7772160760317027,0.9858775510204082,0.6119886336020353,194.5188180653427,0.7831954656485167,10.326725610525035,dark,img/coffee/dark\dark_012.png
19.428706059749317,116.12590707756102,57.12025256808972,0.8308359249835077,10611.0,0.8581297736835068,0.9805026797264831,0.3383745199755284,110.35698270339529,0.8101353156435052,9.55027616602587,dark,img/coffee/dark\dark_013.png
35.17485475774156,95.42625077556546,43.2325004230357,0.8301088611878843,17729.0,0.4425932257309028,0.9448915418643075,0.40792243345949103,271.5435217809096,0.7230167489034398,9.997642676150445,dark,img/coffee/dark\dark_014.png
21.862068965517242,85.0710511679644,69.81701890989989,0.641059510567297,14384.0,0.29767460614660374,0.9204581813527869,0.694144617673992,333.4513933376041,0.7367899346119609,10.15304204569779,dark,img/coffee/dark\dark_015.png
